ID	HC10	HC11	HC12	HC14	HC15	HC16	HC17	HC18	HC19	HC1	HC21	HC22	HC23	HC24	HC25	HC2	HC3	HC4	HC5	HC6	HC7	HC8	Patient10	Patient11	Patient12	Patient13	Patient14	Patient15	Patient16	Patient17	Patient20	Patient23	Patient24	Patient26	Patient27	Patient28	Patient29	Patient30	Patient31	Patient32	Patient33	Patient34	Patient35	Patient37	Patient38	Patient39	Patient3	Patient40	Patient44	Patient47	Patient49	Patient4	Patient50	Patient51	Patient52	Patient5	Patient6	Patient7	Patient8	Patient9	KEGG_Pathways
Retinol metabolism	8693.0	9690.0	9654.0	14232.0	13724.0	10295.0	15703.0	17155.0	6835.0	4314.0	11741.0	10849.0	22492.0	5824.0	6753.0	10714.0	8119.0	8539.0	22161.0	17638.0	7896.0	20168.0	27849.0	14949.0	23721.0	14062.0	36451.0	11474.0	31243.0	45457.0	36758.0	69451.0	13501.0	74561.0	22184.0	21086.0	24574.0	25991.0	22982.0	25564.0	38253.0	16291.0	16457.0	38728.0	22977.0	23829.0	22469.0	8688.0	25077.0	12140.0	16806.0	34933.0	13598.0	23525.0	12930.0	15073.0	14169.0	19718.0	33485.0	27521.0	Metabolism; Metabolism of Cofactors and Vitamins; Retinol metabolism
Rheumatoid arthritis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Human Diseases; Immune System Diseases; Rheumatoid arthritis
Riboflavin metabolism	122491.0	82876.0	88609.0	97033.0	117352.0	174319.0	117544.0	119303.0	81102.0	82850.0	123190.0	116971.0	160454.0	122181.0	134505.0	101416.0	137582.0	211814.0	118147.0	112536.0	149674.0	90987.0	91650.0	126020.0	94627.0	94520.0	67991.0	154884.0	139583.0	94478.0	66488.0	297585.0	65096.0	303374.0	69117.0	134640.0	86849.0	114492.0	131207.0	82972.0	212498.0	103777.0	105704.0	81750.0	116272.0	123859.0	77978.0	122046.0	73570.0	88802.0	125612.0	83006.0	107678.0	118349.0	86101.0	86952.0	102702.0	89397.0	127746.0	70119.0	Metabolism; Metabolism of Cofactors and Vitamins; Riboflavin metabolism
Ribosome	1044900.0	925603.0	999917.0	1111007.0	1221876.0	1560929.0	1253215.0	1362511.0	841568.0	787456.0	1357712.0	1234566.0	2033190.0	1124230.0	1312554.0	1153905.0	1367699.0	2031134.0	1313473.0	1139131.0	1549557.0	1112013.0	1193446.0	1352367.0	1257565.0	1076538.0	1297031.0	1615403.0	1522158.0	1536865.0	1185546.0	1372605.0	907139.0	1740467.0	1005386.0	1372471.0	1282823.0	993449.0	1090299.0	1266772.0	1306990.0	982196.0	1368794.0	1664971.0	719176.0	1236771.0	1157716.0	1211823.0	1139494.0	809884.0	1244267.0	1374565.0	1216324.0	1459956.0	1203036.0	429073.0	928964.0	1127448.0	1295919.0	1154150.0	Genetic Information Processing; Translation; Ribosome
Ribosome Biogenesis	626059.0	563654.0	585187.0	658194.0	750694.0	988782.0	783069.0	812797.0	529958.0	526409.0	835232.0	725553.0	1307159.0	651917.0	836508.0	677456.0	889825.0	1383528.0	861003.0	752585.0	966669.0	642239.0	759445.0	841067.0	781830.0	637094.0	647548.0	1055597.0	942968.0	901864.0	622913.0	1231089.0	548985.0	1432960.0	573163.0	847815.0	743133.0	662311.0	771743.0	746630.0	1049724.0	627069.0	888075.0	921419.0	577412.0	770281.0	672599.0	718564.0	599656.0	521236.0	798923.0	749473.0	734803.0	893176.0	702335.0	386986.0	624464.0	657704.0	837983.0	617790.0	Genetic Information Processing; Translation; Ribosome Biogenesis
Ribosome biogenesis in eukaryotes	21036.0	20496.0	20460.0	21956.0	27211.0	32492.0	27289.0	33494.0	16987.0	18008.0	30123.0	25418.0	46048.0	22759.0	27255.0	25184.0	29181.0	44403.0	29157.0	25920.0	31777.0	29401.0	25701.0	26773.0	27779.0	23650.0	41076.0	37865.0	41853.0	29928.0	39119.0	43264.0	20355.0	50303.0	32522.0	31564.0	31930.0	25168.0	27916.0	31494.0	36872.0	24062.0	33297.0	39602.0	21957.0	31637.0	26630.0	26831.0	31349.0	19642.0	30366.0	38795.0	26967.0	33852.0	29319.0	15035.0	21868.0	24962.0	35094.0	33916.0	Genetic Information Processing; Translation; Ribosome biogenesis in eukaryotes
Salivary secretion	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	Organismal Systems; Digestive System; Salivary secretion
Secondary bile acid biosynthesis	11582.0	14607.0	8207.0	18918.0	23823.0	36340.0	26467.0	32487.0	15197.0	24289.0	30593.0	21859.0	57470.0	17356.0	26760.0	19879.0	32066.0	66519.0	23338.0	19395.0	23120.0	17933.0	23550.0	19976.0	31399.0	18435.0	23604.0	47520.0	28271.0	25492.0	22120.0	14279.0	21966.0	12687.0	30090.0	19206.0	22184.0	19756.0	27725.0	26148.0	19334.0	13348.0	25831.0	33966.0	13758.0	14188.0	19560.0	16831.0	18701.0	14284.0	26170.0	26791.0	22668.0	37304.0	19444.0	7928.0	18769.0	19409.0	22561.0	22539.0	Metabolism; Lipid Metabolism; Secondary bile acid biosynthesis
Secretion system	465706.0	449250.0	440571.0	473855.0	577633.0	809905.0	645540.0	648663.0	435330.0	489177.0	700439.0	661014.0	1286440.0	653375.0	659879.0	558086.0	785683.0	1304755.0	840826.0	774179.0	713348.0	523272.0	665808.0	603497.0	597522.0	506924.0	434985.0	898021.0	898916.0	722636.0	560615.0	2369064.0	379176.0	2386607.0	563663.0	700872.0	598875.0	836550.0	1098004.0	736984.0	1666435.0	650160.0	934017.0	691568.0	1053146.0	816932.0	480019.0	648906.0	435411.0	560530.0	752872.0	611304.0	665775.0	803896.0	575357.0	839003.0	698433.0	501954.0	923428.0	522727.0	Environmental Information Processing; Membrane Transport; Secretion system
Selenocompound metabolism	146307.0	139593.0	144999.0	166643.0	198925.0	277784.0	203845.0	236577.0	133527.0	143188.0	239380.0	180356.0	308168.0	171164.0	219055.0	187949.0	245876.0	397688.0	217374.0	216080.0	240843.0	187244.0	179943.0	194609.0	200912.0	163027.0	213217.0	303700.0	273573.0	199609.0	201131.0	413377.0	128816.0	452127.0	173200.0	221712.0	190851.0	175924.0	191533.0	173382.0	308343.0	165506.0	225602.0	285680.0	149570.0	238261.0	167461.0	209194.0	174467.0	134556.0	219707.0	220054.0	187620.0	218038.0	200690.0	96875.0	165032.0	167396.0	253403.0	193071.0	Metabolism; Metabolism of Other Amino Acids; Selenocompound metabolism
Sesquiterpenoid biosynthesis	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	2.0	1.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	Metabolism; Metabolism of Terpenoids and Polyketides; Sesquiterpenoid biosynthesis
Shigellosis	1.0	4.0	1.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	29.0	0.0	0.0	4.0	8.0	7.0	33.0	0.0	10.0	6.0	14.0	4.0	4.0	3.0	6.0	1.0	49.0	1.0	14.0	754.0	4.0	73.0	47.0	0.0	33.0	31.0	40.0	23.0	367.0	27.0	51.0	1.0	15.0	52.0	4.0	7.0	3.0	0.0	47.0	3.0	0.0	0.0	3.0	0.0	489.0	5.0	7.0	7.0	Human Diseases; Infectious Diseases; Shigellosis
Signal transduction mechanisms	179516.0	199826.0	195137.0	220931.0	279946.0	330141.0	271150.0	288227.0	188767.0	194825.0	295618.0	241632.0	467552.0	205379.0	304845.0	233344.0	330492.0	506803.0	315044.0	279428.0	364383.0	233206.0	261289.0	308807.0	278298.0	232285.0	272872.0	396129.0	359022.0	306039.0	228021.0	559549.0	189395.0	614819.0	210813.0	316699.0	265389.0	276869.0	311298.0	270603.0	464458.0	252016.0	363611.0	303721.0	263679.0	309947.0	231573.0	240425.0	227963.0	204312.0	316260.0	254942.0	264187.0	323742.0	243982.0	192959.0	239511.0	234003.0	318859.0	218576.0	Unclassified; Cellular Processes and Signaling; Signal transduction mechanisms
Small cell lung cancer	18.0	57.0	89.0	50.0	51.0	70.0	64.0	54.0	82.0	6.0	153.0	76.0	131.0	74.0	112.0	106.0	159.0	52.0	80.0	48.0	275.0	169.0	175.0	255.0	240.0	212.0	252.0	43.0	206.0	151.0	74.0	90.0	85.0	95.0	98.0	112.0	152.0	116.0	83.0	110.0	65.0	44.0	82.0	66.0	156.0	227.0	176.0	149.0	63.0	25.0	116.0	151.0	180.0	91.0	96.0	75.0	137.0	157.0	161.0	158.0	Human Diseases; Cancers; Small cell lung cancer
Sphingolipid metabolism	94923.0	85244.0	79872.0	133323.0	160117.0	183003.0	157287.0	165482.0	83678.0	115349.0	149286.0	147946.0	230627.0	112734.0	154274.0	127141.0	150100.0	281399.0	139110.0	91760.0	170334.0	120649.0	108846.0	126467.0	158534.0	128257.0	184220.0	209187.0	143070.0	108126.0	129327.0	141918.0	125414.0	111799.0	90408.0	127932.0	125734.0	106636.0	117046.0	142081.0	99079.0	91948.0	162341.0	105673.0	43613.0	115596.0	111000.0	99933.0	135111.0	92418.0	136571.0	156455.0	128575.0	199186.0	108058.0	12248.0	86388.0	124776.0	138022.0	114126.0	Metabolism; Lipid Metabolism; Sphingolipid metabolism
Spliceosome	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Genetic Information Processing; Transcription; Spliceosome
Sporulation	304327.0	374564.0	313505.0	388832.0	501662.0	716309.0	436234.0	509852.0	375780.0	429074.0	551206.0	417828.0	1083156.0	352048.0	618632.0	347564.0	708247.0	1242672.0	508447.0	357946.0	705355.0	293677.0	483302.0	611649.0	535133.0	374022.0	180539.0	845135.0	437786.0	729204.0	149990.0	29177.0	296613.0	254739.0	137645.0	516065.0	431647.0	214019.0	338375.0	429105.0	344082.0	271307.0	553008.0	476697.0	63882.0	310326.0	399787.0	360136.0	251592.0	252910.0	481214.0	372241.0	494515.0	595411.0	410542.0	12054.0	281083.0	400774.0	346304.0	222330.0	Unclassified; Cellular Processes and Signaling; Sporulation
Staphylococcus aureus infection	192.0	1050.0	9193.0	812.0	1371.0	669.0	1018.0	892.0	632.0	76.0	5376.0	358.0	1178.0	340.0	667.0	1209.0	2064.0	1554.0	9145.0	724.0	3780.0	2813.0	2386.0	3565.0	1538.0	1686.0	4948.0	913.0	2221.0	1427.0	2282.0	1448.0	982.0	10955.0	3604.0	2860.0	1929.0	1573.0	1015.0	1422.0	1338.0	2018.0	2473.0	4637.0	5864.0	3193.0	3455.0	1579.0	1150.0	318.0	2275.0	3334.0	458.0	382.0	3706.0	436.0	4564.0	2492.0	8802.0	2985.0	Human Diseases; Infectious Diseases; Staphylococcus aureus infection
Starch and sucrose metabolism	438831.0	453422.0	418674.0	556923.0	738804.0	962156.0	678304.0	822908.0	439715.0	586878.0	806491.0	668962.0	1373302.0	574035.0	769254.0	563879.0	852323.0	1546606.0	771910.0	658104.0	781287.0	602210.0	605559.0	657553.0	754552.0	593371.0	826520.0	1145287.0	844047.0	703407.0	640092.0	1042380.0	483288.0	1178476.0	490676.0	691485.0	674713.0	437829.0	627085.0	727038.0	841511.0	495588.0	642531.0	916513.0	316763.0	702228.0	562274.0	571131.0	627535.0	426827.0	735694.0	714269.0	635429.0	912197.0	584895.0	170584.0	483042.0	602743.0	788691.0	583534.0	Metabolism; Carbohydrate Metabolism; Starch and sucrose metabolism
Steroid biosynthesis	38.0	285.0	149.0	213.0	109.0	102.0	4224.0	112.0	1097.0	22.0	386.0	63.0	256.0	156.0	218.0	486.0	809.0	970.0	396.0	50.0	547.0	438.0	333.0	800.0	2522.0	690.0	773.0	295.0	697.0	5956.0	172.0	249.0	164.0	291.0	252.0	165.0	318.0	13005.0	377.0	202.0	352.0	529.0	435.0	360.0	199.0	590.0	357.0	452.0	297.0	112.0	471.0	401.0	1140.0	139.0	132.0	344.0	363.0	385.0	482.0	2612.0	Metabolism; Lipid Metabolism; Steroid biosynthesis
Steroid hormone biosynthesis	7343.0	2540.0	4693.0	8908.0	7941.0	8742.0	14026.0	4452.0	4265.0	3187.0	4241.0	9450.0	2874.0	4553.0	4594.0	11854.0	2753.0	6204.0	7845.0	4090.0	4926.0	3822.0	3511.0	2569.0	6470.0	8249.0	1329.0	1586.0	2639.0	10355.0	661.0	28472.0	9260.0	16785.0	2633.0	2465.0	2714.0	24875.0	7940.0	5030.0	8560.0	3810.0	2901.0	1301.0	2738.0	4765.0	2363.0	2227.0	3735.0	4148.0	4163.0	4344.0	6188.0	6434.0	514.0	1630.0	5324.0	6477.0	6381.0	4836.0	Metabolism; Lipid Metabolism; Steroid hormone biosynthesis
Stilbenoid, diarylheptanoid and gingerol biosynthesis	81.0	173.0	374.0	218.0	162.0	193.0	231.0	321.0	272.0	20.0	789.0	108.0	354.0	233.0	331.0	407.0	439.0	270.0	329.0	97.0	560.0	410.0	581.0	632.0	580.0	837.0	727.0	123.0	461.0	319.0	533.0	259.0	799.0	609.0	344.0	295.0	373.0	902.0	340.0	248.0	194.0	537.0	1821.0	262.0	311.0	1785.0	522.0	314.0	253.0	69.0	391.0	665.0	160.0	231.0	178.0	360.0	718.0	726.0	637.0	607.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Stilbenoid, diarylheptanoid and gingerol biosynthesis
Streptomycin biosynthesis	128640.0	116172.0	125241.0	167978.0	188332.0	248275.0	175195.0	203749.0	118024.0	132739.0	204376.0	174556.0	296883.0	159464.0	196217.0	158932.0	203339.0	353742.0	188064.0	155492.0	217314.0	153276.0	175090.0	172624.0	201849.0	159867.0	184675.0	259925.0	204026.0	222900.0	161142.0	256731.0	127047.0	267209.0	135346.0	173610.0	174470.0	146902.0	158838.0	164162.0	200980.0	133726.0	155159.0	233790.0	96469.0	173482.0	155397.0	147189.0	155016.0	111487.0	178436.0	189345.0	167734.0	219241.0	149731.0	51809.0	137201.0	166911.0	195626.0	153500.0	Metabolism; Biosynthesis of Other Secondary Metabolites; Streptomycin biosynthesis
Styrene degradation	2872.0	4919.0	9103.0	7505.0	4164.0	5654.0	9790.0	3859.0	5969.0	1211.0	7572.0	4402.0	3946.0	3300.0	5087.0	7965.0	7338.0	6883.0	14240.0	16659.0	19977.0	7147.0	10832.0	9791.0	5470.0	6708.0	5276.0	3990.0	15883.0	9957.0	4023.0	80402.0	4140.0	83455.0	4483.0	14535.0	5151.0	18817.0	8870.0	6219.0	39313.0	8945.0	9676.0	3640.0	11004.0	26851.0	5826.0	9239.0	3689.0	5916.0	11574.0	6526.0	5922.0	4563.0	8324.0	8880.0	7198.0	4968.0	22133.0	5582.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Styrene degradation
Sulfur metabolism	111685.0	97324.0	96572.0	114072.0	148267.0	209483.0	172286.0	161138.0	97803.0	121878.0	166520.0	140228.0	266142.0	119109.0	158422.0	126534.0	184188.0	316947.0	165942.0	135377.0	164411.0	113390.0	123693.0	133037.0	146074.0	122174.0	127136.0	234930.0	175337.0	130206.0	107362.0	333725.0	94825.0	333798.0	112114.0	149172.0	123623.0	167244.0	171909.0	142584.0	238767.0	117379.0	151375.0	132355.0	128304.0	150415.0	101279.0	125013.0	108574.0	107139.0	162199.0	128472.0	138316.0	182641.0	115886.0	89251.0	120746.0	117442.0	173653.0	112374.0	Metabolism; Energy Metabolism; Sulfur metabolism
Sulfur relay system	90298.0	97983.0	102010.0	111397.0	141980.0	178611.0	147058.0	141799.0	97052.0	108833.0	155976.0	129771.0	253768.0	113386.0	162186.0	119684.0	178775.0	286762.0	173832.0	163453.0	210231.0	109522.0	136101.0	162205.0	139060.0	119868.0	88147.0	206190.0	186201.0	149712.0	86232.0	418144.0	90381.0	426273.0	94690.0	166473.0	123035.0	169982.0	191666.0	131934.0	310079.0	133278.0	195989.0	137920.0	170999.0	169636.0	101252.0	111160.0	79262.0	113566.0	168106.0	116712.0	133720.0	169468.0	114546.0	130717.0	135302.0	112106.0	175664.0	92065.0	Genetic Information Processing; Folding, Sorting and Degradation; Sulfur relay system
Synthesis and degradation of ketone bodies	13593.0	11915.0	14548.0	11979.0	11302.0	12146.0	21975.0	9579.0	9935.0	6980.0	13100.0	7997.0	10481.0	5365.0	15255.0	14035.0	17213.0	13368.0	18753.0	16160.0	16344.0	11243.0	13325.0	15978.0	8489.0	13973.0	5941.0	14909.0	18762.0	12270.0	5746.0	50154.0	8035.0	58781.0	6538.0	19714.0	10767.0	19954.0	10557.0	8140.0	32125.0	14613.0	10298.0	5364.0	12942.0	24255.0	10472.0	15249.0	7294.0	13175.0	17918.0	7121.0	12665.0	9833.0	8909.0	9196.0	12580.0	10096.0	21370.0	8696.0	Metabolism; Lipid Metabolism; Synthesis and degradation of ketone bodies
Systemic lupus erythematosus	1.0	74.0	10.0	60.0	9.0	18.0	1350.0	6.0	320.0	2.0	24.0	1.0	17.0	4.0	6.0	97.0	103.0	282.0	69.0	3.0	88.0	81.0	27.0	40.0	630.0	32.0	27.0	67.0	36.0	1882.0	9.0	21.0	16.0	21.0	18.0	9.0	24.0	4236.0	29.0	22.0	76.0	136.0	98.0	79.0	10.0	99.0	38.0	77.0	60.0	27.0	84.0	34.0	371.0	3.0	9.0	5.0	27.0	30.0	40.0	729.0	Human Diseases; Immune System Diseases; Systemic lupus erythematosus
TGF-beta signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Environmental Information Processing; Signal Transduction; TGF-beta signaling pathway
Taurine and hypotaurine metabolism	38381.0	35374.0	42442.0	49649.0	54745.0	68056.0	56739.0	60846.0	35786.0	34869.0	63888.0	47909.0	76703.0	39377.0	54015.0	56023.0	59300.0	92137.0	59333.0	57198.0	60724.0	46010.0	43081.0	55816.0	46574.0	49206.0	66367.0	71800.0	71343.0	46465.0	50380.0	125540.0	35673.0	129588.0	42888.0	60481.0	48285.0	55236.0	57287.0	51371.0	85330.0	48785.0	63925.0	71950.0	46868.0	65341.0	41136.0	35631.0	53239.0	40677.0	61716.0	54410.0	52149.0	62242.0	45117.0	30403.0	45263.0	45754.0	69392.0	49284.0	Metabolism; Metabolism of Other Amino Acids; Taurine and hypotaurine metabolism
Terpenoid backbone biosynthesis	262507.0	224517.0	244122.0	270043.0	293415.0	377299.0	317741.0	319183.0	205555.0	190429.0	328889.0	297284.0	461573.0	271596.0	316555.0	281858.0	333681.0	480673.0	311838.0	276444.0	370195.0	259416.0	278627.0	322629.0	294389.0	257986.0	295916.0	387486.0	352486.0	348136.0	263248.0	351485.0	213322.0	436432.0	222483.0	328464.0	296822.0	244886.0	257146.0	292271.0	320269.0	237531.0	333506.0	380909.0	173950.0	311357.0	266596.0	282557.0	264412.0	201220.0	302705.0	309887.0	292300.0	341572.0	286257.0	103817.0	219501.0	265572.0	308201.0	263439.0	Metabolism; Metabolism of Terpenoids and Polyketides; Terpenoid backbone biosynthesis
Tetracycline biosynthesis	27601.0	46283.0	54497.0	59430.0	59546.0	54461.0	67185.0	50878.0	39747.0	25673.0	63131.0	66384.0	129088.0	41285.0	55742.0	68379.0	69177.0	80231.0	87836.0	66343.0	114112.0	36130.0	75192.0	85743.0	56357.0	57741.0	32200.0	59688.0	63369.0	135957.0	23622.0	109414.0	40494.0	129790.0	34322.0	83720.0	63081.0	70096.0	85128.0	88325.0	90928.0	50372.0	100616.0	111138.0	64315.0	60369.0	55755.0	40161.0	39229.0	43094.0	59869.0	59732.0	65500.0	82340.0	62618.0	43627.0	49748.0	62146.0	61157.0	37909.0	Metabolism; Metabolism of Terpenoids and Polyketides; Tetracycline biosynthesis
Thiamine metabolism	218268.0	209063.0	204873.0	230224.0	294600.0	383738.0	287264.0	334722.0	191135.0	213011.0	321489.0	281526.0	486282.0	266082.0	321794.0	253894.0	349752.0	569563.0	300579.0	251018.0	345022.0	254702.0	229693.0	296982.0	264412.0	237640.0	283072.0	438483.0	364772.0	272020.0	259381.0	401736.0	178402.0	468607.0	213367.0	316795.0	274191.0	219644.0	259747.0	262002.0	355647.0	220449.0	297874.0	311121.0	174011.0	285891.0	224987.0	268575.0	242557.0	193319.0	299165.0	299096.0	277545.0	328956.0	275467.0	107666.0	204813.0	239395.0	310912.0	249776.0	Metabolism; Metabolism of Cofactors and Vitamins; Thiamine metabolism
Tight junction	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	3.0	0.0	3.0	1.0	1.0	3.0	3.0	2.0	3.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	4.0	3.0	2.0	1.0	1.0	0.0	1.0	1.0	1.0	3.0	2.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	2.0	3.0	3.0	Cellular Processes; Cell Communication; Tight junction
Toluene degradation	36961.0	25275.0	36477.0	37657.0	39558.0	40845.0	39228.0	35984.0	22527.0	11843.0	39512.0	44376.0	24520.0	41512.0	35824.0	38396.0	25853.0	22101.0	44817.0	47487.0	89879.0	43143.0	32247.0	41761.0	24987.0	38583.0	47105.0	23922.0	75321.0	23128.0	50172.0	208531.0	24696.0	196944.0	48966.0	56611.0	36922.0	68912.0	63018.0	40413.0	126819.0	52713.0	75252.0	21176.0	79092.0	67149.0	29265.0	36252.0	35650.0	37125.0	47346.0	68387.0	32775.0	42919.0	36415.0	73968.0	51990.0	36211.0	63102.0	38511.0	Metabolism; Xenobiotics Biodegradation and Metabolism; Toluene degradation
Toxoplasmosis	18.0	57.0	89.0	50.0	51.0	70.0	63.0	54.0	82.0	6.0	153.0	76.0	129.0	74.0	112.0	105.0	158.0	53.0	80.0	48.0	275.0	169.0	173.0	255.0	239.0	212.0	253.0	43.0	205.0	150.0	74.0	90.0	85.0	95.0	98.0	112.0	151.0	116.0	82.0	110.0	65.0	45.0	82.0	66.0	156.0	227.0	176.0	148.0	62.0	24.0	116.0	151.0	180.0	91.0	96.0	75.0	135.0	157.0	161.0	158.0	Human Diseases; Infectious Diseases; Toxoplasmosis
Transcription factors	630892.0	707543.0	700500.0	820390.0	940900.0	1189464.0	956340.0	1003516.0	670457.0	656877.0	1079215.0	857959.0	1633088.0	739247.0	1034806.0	870812.0	1188562.0	1836609.0	1225154.0	1220622.0	1376938.0	826035.0	1078813.0	1084308.0	1027318.0	778173.0	928528.0	1393728.0	1376831.0	1214577.0	806881.0	2878223.0	669963.0	3233790.0	720898.0	1216185.0	933582.0	815935.0	1026952.0	973851.0	1967951.0	856186.0	1415819.0	1329623.0	817742.0	1322417.0	869611.0	874760.0	782276.0	690929.0	1135020.0	988784.0	921806.0	1105851.0	958810.0	568513.0	834323.0	814859.0	1388493.0	780157.0	Genetic Information Processing; Transcription; Transcription factors
Transcription machinery	407448.0	382373.0	384411.0	478563.0	521528.0	668026.0	559768.0	525873.0	375922.0	362406.0	550810.0	497805.0	875413.0	396190.0	574837.0	493518.0	598158.0	931679.0	548055.0	439446.0	680600.0	390149.0	489396.0	578717.0	532792.0	447026.0	341239.0	678396.0	519829.0	612991.0	321260.0	544632.0	408969.0	610172.0	302540.0	539294.0	477792.0	464018.0	476284.0	493854.0	512749.0	381428.0	556426.0	481027.0	278531.0	427080.0	429214.0	402296.0	365909.0	337587.0	538026.0	450657.0	528364.0	639982.0	410206.0	164424.0	381722.0	453979.0	466024.0	369905.0	Genetic Information Processing; Transcription; Transcription machinery
Transcription related proteins	2604.0	1826.0	2409.0	762.0	1086.0	484.0	2372.0	615.0	948.0	492.0	2397.0	317.0	858.0	438.0	1546.0	2249.0	1491.0	2213.0	5534.0	8506.0	5672.0	2442.0	5933.0	1005.0	1478.0	667.0	1719.0	1217.0	9758.0	2185.0	1714.0	47867.0	392.0	50059.0	2848.0	4963.0	945.0	7707.0	6218.0	2408.0	23556.0	4459.0	18027.0	1265.0	8061.0	8269.0	1900.0	969.0	1514.0	2030.0	4387.0	3606.0	1212.0	851.0	2604.0	6424.0	5088.0	712.0	10305.0	1609.0	Unclassified; Genetic Information Processing; Transcription related proteins
Translation factors	236259.0	204956.0	225979.0	251411.0	271471.0	356271.0	278346.0	296852.0	191974.0	176189.0	307573.0	275980.0	431903.0	253553.0	296992.0	266499.0	310704.0	461469.0	294940.0	270905.0	352830.0	236500.0	265016.0	304212.0	273907.0	238811.0	242143.0	355702.0	333199.0	335741.0	226655.0	368426.0	196945.0	435531.0	210792.0	303889.0	269763.0	234286.0	254503.0	260570.0	326714.0	222369.0	319691.0	372197.0	181309.0	277410.0	247227.0	267931.0	228441.0	184307.0	277177.0	280188.0	268948.0	312721.0	262614.0	114504.0	217682.0	246178.0	286550.0	235381.0	Genetic Information Processing; Translation; Translation factors
Translation proteins	390385.0	362607.0	384000.0	433001.0	473690.0	611776.0	490790.0	517215.0	336140.0	320905.0	532938.0	480913.0	807594.0	446789.0	519462.0	445275.0	559542.0	847204.0	544623.0	482011.0	600678.0	416126.0	498285.0	522754.0	500404.0	413340.0	437613.0	647557.0	597562.0	639289.0	420724.0	797701.0	341426.0	922053.0	367999.0	541156.0	486804.0	435861.0	490577.0	483613.0	668608.0	402714.0	580137.0	640563.0	367603.0	514969.0	443594.0	480846.0	406592.0	334822.0	506218.0	510551.0	479780.0	566274.0	465179.0	248309.0	398527.0	430703.0	538854.0	415302.0	Unclassified; Genetic Information Processing; Translation proteins
